png_date,png_file,report_date,observed_date,category,metric_key,metric_name,value,unit,change_1d,change_1d_unit,change_ytd,change_ytd_unit,source,source_sheet,source_cell,raw_value
2025-07-30,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-30.png,2025-07-29,2025-07-29,investor_flows,fut_kr10y_inst,10년 국채선물 기관 순매수,-1354.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-30.png:(249, 858, 329, 884)","-1,354"
2025-07-30,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-30.png,2025-07-29,2025-07-29,investor_flows,fut_kr10y_individual,10년 국채선물 개인 순매수,-187.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-30.png:(332, 858, 412, 884)",-187
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,stock_kospi_foreign,KOSPI 외국인 순매수,5783.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(166, 745, 246, 771)","+5,783"
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,stock_kospi_inst,KOSPI 기관 순매수,3307.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(249, 745, 329, 771)","+3,307"
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,stock_kospi_individual,KOSPI 개인 순매수,-9844.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(332, 745, 412, 771)","-9,844"
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,stock_kosdaq_foreign,KOSDAQ 외국인 순매수,462.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(166, 773, 246, 799)",+462
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,stock_kosdaq_inst,KOSDAQ 기관 순매수,-155.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(249, 773, 329, 799)",-155
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,stock_kosdaq_individual,KOSDAQ 개인 순매수,18.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(332, 773, 412, 799)",+18
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kospi200_foreign,KOSPI200 선물 외국인 순매수,4316.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(166, 801, 246, 827)",+4316
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kospi200_inst,KOSPI200 선물 기관 순매수,-5398.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(249, 801, 329, 827)","-5,398"
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kospi200_individual,KOSPI200 선물 개인 순매수,1324.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(332, 801, 412, 827)","+1,324"
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kr3y_foreign,3년 국채선물 외국인 순매수,815.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(166, 830, 246, 856)",+815
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kr3y_inst,3년 국채선물 기관 순매수,-690.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(249, 830, 329, 856)",-690
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kr3y_individual,3년 국채선물 개인 순매수,-124.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(332, 830, 412, 856)",-124
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kr10y_foreign,10년 국채선물 외국인 순매수,967.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(166, 858, 246, 884)",+967
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kr10y_inst,10년 국채선물 기관 순매수,-863.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(249, 858, 329, 884)",-863
2025-07-31,C:\Users\infomax\Desktop\Market Daily\2507\2025-07-31.png,2025-07-30,2025-07-30,investor_flows,fut_kr10y_individual,10년 국채선물 개인 순매수,-92.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-07-31.png:(332, 858, 412, 884)",-92
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,stock_kospi_foreign,KOSPI 외국인 순매수,3450.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(166, 745, 246, 771)","+3,450"
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,stock_kospi_inst,KOSPI 기관 순매수,-7053.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(249, 745, 329, 771)","-7,053"
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,stock_kospi_individual,KOSPI 개인 순매수,2235.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(332, 745, 412, 771)","+2,235"
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,stock_kosdaq_foreign,KOSDAQ 외국인 순매수,218.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(166, 773, 246, 799)",+218
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,stock_kosdaq_inst,KOSDAQ 기관 순매수,-282.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(249, 773, 329, 799)",-282
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,stock_kosdaq_individual,KOSDAQ 개인 순매수,-32.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(332, 773, 412, 799)",-32
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kospi200_foreign,KOSPI200 선물 외국인 순매수,-8876.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(166, 801, 246, 827)","-8,876"
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kospi200_inst,KOSPI200 선물 기관 순매수,5554.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(249, 801, 329, 827)","+5,554"
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kospi200_individual,KOSPI200 선물 개인 순매수,810.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(332, 801, 412, 827)",+810
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kr3y_foreign,3년 국채선물 외국인 순매수,4271.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(166, 830, 246, 856)",+4271
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kr3y_inst,3년 국채선물 기관 순매수,-4384.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(249, 830, 329, 856)","-4,384"
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kr3y_individual,3년 국채선물 개인 순매수,137.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(332, 830, 412, 856)",+137
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kr10y_foreign,10년 국채선물 외국인 순매수,3279.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(166, 858, 246, 884)","+3,279"
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kr10y_inst,10년 국채선물 기관 순매수,-2951.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(249, 858, 329, 884)","-2,951"
2025-08-01,C:\Users\infomax\Desktop\Market Daily\2507\2025-08-01.png,2025-07-31,2025-07-31,investor_flows,fut_kr10y_individual,10년 국채선물 개인 순매수,-105.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2507/2025-08-01.png:(332, 858, 412, 884)",-105
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,stock_kospi_foreign,KOSPI 외국인 순매수,-6524.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(166, 745, 246, 771)","-6,524"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,stock_kospi_inst,KOSPI 기관 순매수,-10720.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(249, 745, 329, 771)","-10,720"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,stock_kospi_individual,KOSPI 개인 순매수,16283.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(332, 745, 412, 771)","+16,283"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,stock_kosdaq_foreign,KOSDAQ 외국인 순매수,-1107.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(166, 773, 246, 799)","-1,107"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,stock_kosdaq_inst,KOSDAQ 기관 순매수,-1410.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(249, 773, 329, 799)","-1,410"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,stock_kosdaq_individual,KOSDAQ 개인 순매수,2441.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(332, 773, 412, 799)",+2441
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kospi200_foreign,KOSPI200 선물 외국인 순매수,-4449.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(166, 801, 246, 827)","-4,449"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kospi200_inst,KOSPI200 선물 기관 순매수,5447.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(249, 801, 329, 827)",+5447
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kospi200_individual,KOSPI200 선물 개인 순매수,368.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(332, 801, 412, 827)",+368
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kr3y_foreign,3년 국채선물 외국인 순매수,-11560.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(166, 830, 246, 856)","-11,560"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kr3y_inst,3년 국채선물 기관 순매수,11701.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(249, 830, 329, 856)","+11,701"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kr3y_individual,3년 국채선물 개인 순매수,-164.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(332, 830, 412, 856)",-164
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kr10y_foreign,10년 국채선물 외국인 순매수,-6309.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(166, 858, 246, 884)","-6,309"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kr10y_inst,10년 국채선물 기관 순매수,5727.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(249, 858, 329, 884)","+5,727"
2025-08-04,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-04.png,2025-08-01,2025-08-01,investor_flows,fut_kr10y_individual,10년 국채선물 개인 순매수,403.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-04.png:(332, 858, 412, 884)",+403
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,stock_kospi_foreign,KOSPI 외국인 순매수,830.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(166, 745, 246, 771)",+830
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,stock_kospi_inst,KOSPI 기관 순매수,1316.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(249, 745, 329, 771)","+1,316"
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,stock_kospi_individual,KOSPI 개인 순매수,-2996.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(332, 745, 412, 771)","-2,996"
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,stock_kosdaq_foreign,KOSDAQ 외국인 순매수,-407.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(166, 773, 246, 799)",-407
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,stock_kosdaq_inst,KOSDAQ 기관 순매수,42.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(249, 773, 329, 799)",+42
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,stock_kosdaq_individual,KOSDAQ 개인 순매수,-267.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(332, 773, 412, 799)",-267
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kospi200_foreign,KOSPI200 선물 외국인 순매수,3759.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(166, 801, 246, 827)","+3,759"
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kospi200_inst,KOSPI200 선물 기관 순매수,-3780.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(249, 801, 329, 827)","-3,780"
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kospi200_individual,KOSPI200 선물 개인 순매수,37.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(332, 801, 412, 827)",+37
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kr3y_foreign,3년 국채선물 외국인 순매수,14071.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(166, 830, 246, 856)","+14,071"
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kr3y_inst,3년 국채선물 기관 순매수,-14003.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(249, 830, 329, 856)","-14,003"
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kr3y_individual,3년 국채선물 개인 순매수,-78.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(332, 830, 412, 856)",-78
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kr10y_foreign,10년 국채선물 외국인 순매수,24143.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(166, 858, 246, 884)","+24,143"
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kr10y_inst,10년 국채선물 기관 순매수,-23651.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(249, 858, 329, 884)","-23,651"
2025-08-05,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-05.png,2025-08-04,2025-08-04,investor_flows,fut_kr10y_individual,10년 국채선물 개인 순매수,-457.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-05.png:(332, 858, 412, 884)",-457
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,stock_kospi_foreign,KOSPI 외국인 순매수,2919.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(166, 745, 246, 771)","+2,919"
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,stock_kospi_inst,KOSPI 기관 순매수,947.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(249, 745, 329, 771)",+947
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,stock_kospi_individual,KOSPI 개인 순매수,-4785.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(332, 745, 412, 771)","-4,785"
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,stock_kosdaq_foreign,KOSDAQ 외국인 순매수,457.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(166, 773, 246, 799)",+457
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,stock_kosdaq_inst,KOSDAQ 기관 순매수,256.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(249, 773, 329, 799)",+256
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,stock_kosdaq_individual,KOSDAQ 개인 순매수,-631.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(332, 773, 412, 799)",-631
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kospi200_foreign,KOSPI200 선물 외국인 순매수,1068.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(166, 801, 246, 827)","+1,068"
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kospi200_inst,KOSPI200 선물 기관 순매수,-1752.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(249, 801, 329, 827)","-1,752"
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kospi200_individual,KOSPI200 선물 개인 순매수,512.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(332, 801, 412, 827)",+512
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kr3y_foreign,3년 국채선물 외국인 순매수,18485.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(166, 830, 246, 856)","+18,485"
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kr3y_inst,3년 국채선물 기관 순매수,-18584.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(249, 830, 329, 856)","-18,584"
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kr3y_individual,3년 국채선물 개인 순매수,99.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(332, 830, 412, 856)",+99
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kr10y_foreign,10년 국채선물 외국인 순매수,25451.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(166, 858, 246, 884)","+25,451"
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kr10y_inst,10년 국채선물 기관 순매수,-25295.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(249, 858, 329, 884)","-25,295"
2025-08-06,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-06.png,2025-08-05,2025-08-05,investor_flows,fut_kr10y_individual,10년 국채선물 개인 순매수,-81.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-06.png:(332, 858, 412, 884)",-81
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,stock_kospi_foreign,KOSPI 외국인 순매수,2804.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(166, 745, 246, 771)","+2,804"
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,stock_kospi_inst,KOSPI 기관 순매수,-4020.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(249, 745, 329, 771)","-4,020"
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,stock_kospi_individual,KOSPI 개인 순매수,474.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(332, 745, 412, 771)",+474
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,stock_kosdaq_foreign,KOSDAQ 외국인 순매수,-2.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(166, 773, 246, 799)",-2
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,stock_kosdaq_inst,KOSDAQ 기관 순매수,942.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(249, 773, 329, 799)",+942
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,stock_kosdaq_individual,KOSDAQ 개인 순매수,-968.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(332, 773, 412, 799)",-968
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,fut_kospi200_foreign,KOSPI200 선물 외국인 순매수,1913.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(166, 801, 246, 827)","+1,913"
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,fut_kospi200_inst,KOSPI200 선물 기관 순매수,-3.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(249, 801, 329, 827)","- 3
3"
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,fut_kospi200_individual,KOSPI200 선물 개인 순매수,-1191.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(332, 801, 412, 827)","-1,191"
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,fut_kr3y_foreign,3년 국채선물 외국인 순매수,8596.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(166, 830, 246, 856)","+8,596"
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,fut_kr3y_inst,3년 국채선물 기관 순매수,-8611.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(249, 830, 329, 856)","-8,611"
2025-08-07,C:\Users\infomax\Desktop\Market Daily\2508\2025-08-07.png,2025-08-06,2025-08-06,investor_flows,fut_kr3y_individual,3년 국채선물 개인 순매수,15.0,억원,,억원,,억원,historical_png_table,PNG 투자자별 매매 동향,"2508/2025-08-07.png:(332, 830, 412, 856)",+15
